City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
472,Sangueya,GN,10.7,-14.3667,91.27,42,52,6.76,broken clouds
473,Krasnoarmeysk,RU,51.0239,45.6969,19.29,83,11,8.03,few clouds
474,Lauro Muller,BR,-28.3928,-49.3967,81.79,61,88,3.98,overcast clouds
475,Encinitas,US,33.037,-117.292,64.42,51,1,3.0,clear sky
476,Mount Gambier,AU,-37.8333,140.7667,62.51,59,30,10.36,scattered clouds
477,Kangalassy,RU,62.3464,129.9628,-38.27,99,99,3.0,overcast clouds
478,Tabou,CI,4.423,-7.3528,82.67,74,26,9.15,scattered clouds
479,Maceio,BR,-9.6658,-35.7353,89.04,55,40,17.27,scattered clouds
480,Shelburne,CA,44.0787,-80.2041,39.27,82,6,19.8,clear sky
481,Nicoya,CR,10.1483,-85.452,85.55,53,20,9.06,few clouds
482,Barcelos,PT,41.5388,-8.6151,61.92,77,30,0.58,scattered clouds
483,Bajil,YE,15.0584,43.2851,78.91,61,1,9.6,clear sky
484,Conceicao Da Barra,BR,-18.5933,-39.7322,83.05,67,86,11.88,overcast clouds
485,Guerrero Negro,MX,27.9769,-114.0611,64.18,49,5,3.83,clear sky
486,Atambua,ID,-9.1061,124.8925,75.22,89,89,3.04,overcast clouds
487,Bontang,ID,0.1333,117.5,76.87,90,99,4.16,overcast clouds
488,Pandan Niog,PH,6.2282,120.5631,82.53,77,88,7.02,overcast clouds
489,Goderich,CA,43.7501,-81.7165,41.92,70,6,19.57,clear sky
490,Paramonga,PE,-10.6667,-77.8333,71.73,75,48,10.45,scattered clouds
491,Aswan,EG,24.0934,32.907,85.3,42,0,10.36,clear sky
492,Mirnyy,RU,62.5353,113.9611,-26.81,98,100,5.95,overcast clouds
493,Fortuna,US,40.5982,-124.1573,48.65,76,90,0.0,overcast clouds
494,Puerto Madero,MX,14.7208,-92.4215,81.88,71,0,5.55,clear sky
495,Opuwo,NA,-18.0607,13.84,83.77,38,93,8.77,overcast clouds
496,Kieta,PG,-6.2167,155.6333,79.72,85,100,2.04,light rain
497,Lavrentiya,RU,65.5833,-171.0,-12.69,84,2,4.79,clear sky
498,Campbell River,CA,50.0163,-125.2446,38.44,96,75,3.44,fog
499,Tubmanburg,LR,6.8708,-10.8172,84.99,68,81,8.28,broken clouds
500,Juazeiro,BR,-9.4117,-40.4986,87.98,58,40,11.5,light rain
501,Mehamn,NO,71.0357,27.8492,30.38,93,75,12.66,light snow
502,Nyurba,RU,63.2842,118.3319,-24.92,97,100,5.73,overcast clouds
503,Yuryevets,RU,57.3201,43.1041,15.33,89,79,9.6,broken clouds
504,Calatayud,ES,41.3535,-1.6432,59.58,66,89,1.63,overcast clouds
505,George Town,MY,5.4112,100.3354,82.33,82,20,5.01,few clouds
506,Mont-De-Marsan,FR,44.0,-0.6667,54.1,94,0,2.3,clear sky
507,Port-Gentil,GA,-0.7193,8.7815,84.16,74,40,3.44,scattered clouds
508,Beclean,RO,47.1833,24.1833,43.61,78,85,3.76,light rain
509,Sur,OM,22.5667,59.5289,72.52,55,1,8.34,clear sky
510,Alkhan-Churt,RU,43.35,44.78,29.66,91,74,8.95,broken clouds
511,Presidente Epitacio,BR,-21.7633,-52.1156,97.03,25,89,7.56,overcast clouds
512,Namwala,ZM,-15.7504,26.4384,88.63,19,38,7.58,scattered clouds
513,Prince Rupert,CA,54.3161,-130.3201,37.09,68,1,9.22,clear sky
514,Kifri,IQ,34.6959,44.9661,60.37,24,2,6.49,clear sky
515,Mahibadhoo,MV,3.7833,72.9667,81.14,77,100,15.32,overcast clouds
516,Vaasa,FI,63.096,21.6158,32.02,93,75,6.91,broken clouds
517,Camopi,GF,3.1655,-52.3158,81.86,83,100,4.68,light rain
518,Selma,US,36.5708,-119.6121,46.06,51,19,3.4,few clouds
519,Sioux Lookout,CA,50.1001,-91.917,30.58,74,1,10.36,clear sky
520,Jalgaon,IN,21.0167,75.5667,71.87,49,2,6.35,clear sky
521,Clearwater,US,27.9659,-82.8001,82.36,80,40,1.01,scattered clouds
522,Aketi,CD,2.7388,23.7833,83.21,57,100,3.71,overcast clouds
523,Bardiyah,LY,31.7561,25.0865,63.48,36,73,6.6,broken clouds
524,Lazaro Cardenas,MX,17.9583,-102.2,83.5,66,66,6.11,broken clouds
525,Cortez,US,37.3489,-108.5859,38.41,74,1,6.91,clear sky
526,Virginia Beach,US,36.8529,-75.978,51.03,43,20,4.0,few clouds
527,Mazagao,BR,-0.115,-51.2894,95.05,52,70,9.48,broken clouds
528,Amahai,ID,-3.3333,128.9167,80.01,83,98,4.47,overcast clouds
529,Verkhnevilyuysk,RU,63.4453,120.3167,-27.72,98,99,5.14,overcast clouds
530,Gari,RU,59.4307,62.3497,14.7,75,10,8.46,clear sky
531,Baykit,RU,61.67,96.37,-21.21,99,85,2.84,overcast clouds
532,Washougal,US,45.5826,-122.3534,42.1,94,100,1.01,overcast clouds
533,Eyl,SO,7.9803,49.8164,77.52,75,8,23.6,clear sky
534,Ambilobe,MG,-13.2,49.05,77.67,71,69,2.3,broken clouds
535,Pingliang,CN,35.5392,106.6861,25.66,80,4,3.42,clear sky
536,Rocha,UY,-34.4833,-54.3333,87.85,34,21,4.83,few clouds
537,Aksarka,RU,66.5606,67.7975,-1.59,99,96,1.5,overcast clouds
538,Yinchuan,CN,38.4681,106.2731,25.3,33,0,3.38,clear sky
539,Bethanien,NA,-26.502,17.1583,88.07,7,0,19.35,clear sky
540,Port Elizabeth,ZA,-33.918,25.5701,74.1,73,90,8.05,overcast clouds
541,Wawina,HN,15.4167,-84.4333,84.7,60,16,6.2,few clouds
542,Dire,ML,12.2833,-10.9667,96.46,11,90,0.45,overcast clouds
543,Saint-Francois,FR,46.4154,3.9054,44.04,87,90,2.3,overcast clouds
544,Whitianga,NZ,-36.8333,175.7,69.03,95,100,3.36,light rain
545,Rehau,DE,50.25,12.0333,36.09,95,90,13.8,light rain
546,Monte Santo,BR,-10.4378,-39.3328,93.51,28,60,9.84,broken clouds
547,Pochutla,MX,15.7432,-96.4661,88.83,50,2,6.15,clear sky
548,Kudat,MY,6.8837,116.8477,78.73,94,20,2.3,few clouds
549,Laredo,US,27.5064,-99.5075,57.2,35,1,9.22,clear sky
550,Agucadoura,PT,41.4318,-8.7804,62.31,73,30,1.34,scattered clouds
551,Makinsk,KZ,52.6292,70.4169,-3.75,99,23,4.09,few clouds
552,Ketchikan,US,55.3422,-131.6461,34.27,75,90,14.97,light rain
553,Tommot,RU,58.9564,126.2925,-28.01,99,86,2.13,overcast clouds
554,Brazzaville,CG,-4.2658,15.2832,84.51,74,20,5.75,few clouds
555,Alekseyevsk,RU,57.8406,108.3492,5.99,98,100,3.94,overcast clouds
556,Khandyga,RU,62.6667,135.6,-37.98,100,79,2.01,broken clouds
557,Lisala,CD,2.15,21.5167,79.38,64,100,4.03,overcast clouds
558,Chara,RU,56.9064,118.2631,-15.36,89,98,0.65,overcast clouds
559,Muros,ES,42.7762,-9.0603,59.5,87,22,2.21,few clouds
560,Geraldton,AU,-28.7667,114.6,63.01,72,27,11.5,scattered clouds
561,Bahar,IR,34.9072,48.4414,41.29,29,0,1.59,clear sky
562,Muleba,TZ,-1.8397,31.6544,69.76,71,86,5.3,overcast clouds
563,Portland,US,45.5234,-122.6762,42.24,93,90,3.0,overcast clouds
564,Esil,KZ,51.9556,66.4042,4.51,94,7,5.57,clear sky
565,Bodden Town,KY,19.2833,-81.25,86.0,74,20,8.01,few clouds
566,Ossora,RU,59.2353,163.0719,10.62,94,100,19.24,snow
567,Zhezkazgan,KZ,47.8043,67.7144,22.1,95,100,16.6,light snow
568,Jiaohe,CN,43.7286,127.3447,1.49,95,26,5.64,scattered clouds
569,Bucerias,MX,20.75,-105.3333,79.99,61,78,3.06,broken clouds
570,Dasoguz,TM,41.8363,59.9666,35.71,93,90,13.8,light intensity drizzle
571,Takoradi,GH,4.8845,-1.7554,83.19,75,35,11.07,scattered clouds
572,Pamplona,ES,42.8169,-1.6432,54.12,80,20,0.0,few clouds
573,Srednekolymsk,RU,67.45,153.6833,-42.12,99,98,3.42,overcast clouds
574,North Bend,US,43.4065,-124.2243,46.85,93,90,9.22,overcast clouds
575,Morlaix,FR,48.5833,-4.0,54.07,82,90,13.8,overcast clouds
576,Miri,MY,4.4148,114.0089,77.14,100,40,2.3,scattered clouds
577,Sinnamary,GF,5.3833,-52.95,78.06,90,100,12.97,overcast clouds
578,Kaeo,NZ,-35.1,173.7833,70.32,96,100,1.95,moderate rain
579,Necochea,AR,-38.5473,-58.7368,73.04,44,100,11.92,overcast clouds
580,Neiafu,TO,-18.65,-173.9833,74.08,94,90,8.05,heavy intensity rain
581,Mhlambanyatsi,SZ,-26.45,31.0167,66.43,76,100,6.78,light rain
582,Gornyy,RU,55.1153,83.9059,-12.03,100,89,4.7,overcast clouds
583,Ust-Tsilma,RU,65.441,52.1498,10.24,95,99,3.62,overcast clouds
584,Cap Malheureux,MU,-19.9842,57.6142,79.29,67,100,7.0,overcast clouds
585,Iranshahr,IR,27.2025,60.6848,61.14,21,0,0.0,clear sky
586,Kalmunai,LK,7.4167,81.8167,78.1,88,100,8.5,overcast clouds
587,Thinadhoo,MV,0.5333,72.9333,80.02,78,95,5.93,overcast clouds
588,Tambopata,PE,-12.7333,-69.1833,85.89,66,75,12.66,broken clouds
589,Raudeberg,NO,61.9875,5.1352,43.86,84,100,8.01,overcast clouds
590,Anshun,CN,26.25,105.9333,39.49,96,100,3.4,overcast clouds
591,Hovd,MN,48.0056,91.6419,6.33,58,6,6.06,clear sky
592,General Roca,AR,-39.0333,-67.5833,74.62,16,41,33.33,scattered clouds
593,Vao,NC,-22.6667,167.4833,77.52,89,100,14.52,overcast clouds
594,Kouango,CF,4.9934,19.9619,86.92,33,28,5.21,scattered clouds
595,Nicolas Bravo,MX,18.45,-88.9167,84.9,57,11,4.88,few clouds
596,Hambantota,LK,6.1241,81.1185,79.77,79,100,13.67,overcast clouds
597,Maracas,BR,-13.4411,-40.4308,77.18,59,85,5.46,overcast clouds
598,Xichang,CN,27.8964,102.2634,41.5,90,59,1.63,broken clouds
599,Postrelmov,CZ,49.9076,16.9123,33.84,95,95,3.98,overcast clouds
600,Kiunga,PG,-6.1219,141.2906,73.36,99,100,2.48,overcast clouds
601,Cardston,CA,49.2,-113.3019,32.29,69,87,5.75,light snow
602,Orange,US,33.7,-117.7675,63.46,70,1,0.0,clear sky
603,Maragogi,BR,-9.0122,-35.2225,84.78,61,30,11.63,scattered clouds
604,Anadyr,RU,64.75,177.4833,-32.3,75,33,15.66,mist
605,Dothan,US,31.2232,-85.3905,57.31,71,1,8.05,clear sky
606,Akdepe,TM,42.0551,59.3788,33.89,59,40,7.38,scattered clouds
607,Koumac,NC,-20.5667,164.2833,75.87,88,100,4.0,light rain
608,Olafsvik,IS,64.8945,-23.7142,40.8,95,100,19.82,overcast clouds
609,Charyshskoye,RU,51.3978,83.5598,21.94,92,100,7.18,light snow
610,Saint-Georges,GD,12.0564,-61.7485,80.28,89,75,0.0,broken clouds
611,Kalaleh,IR,37.3807,55.4916,53.2,82,90,4.61,mist
612,Elkton,US,39.6068,-75.8333,48.63,41,4,5.99,clear sky
613,Galveston,US,29.3669,-94.9669,55.09,73,18,3.0,few clouds
614,Solnechnyy,RU,50.7214,136.6319,14.54,91,100,8.97,light snow
615,Lively,CA,46.4334,-81.1498,37.02,71,66,14.67,broken clouds
616,Ayan,RU,56.45,138.1667,11.8,70,100,11.21,overcast clouds
617,Miracatu,BR,-24.2814,-47.4597,96.8,27,97,6.08,overcast clouds
618,Bauchi,NG,10.5,10.0,80.37,18,100,5.06,overcast clouds
619,Gubbi,IN,13.3106,76.9444,67.08,82,82,7.45,broken clouds
620,Debre Tabor,ET,11.85,38.0167,54.39,29,6,4.34,clear sky
621,Peniche,PT,39.3558,-9.3811,66.76,73,11,4.65,few clouds
622,Sisimiut,GL,66.9395,-53.6735,16.81,90,90,7.76,overcast clouds
623,Cuamba,MZ,-14.8031,36.5372,83.91,33,26,3.96,scattered clouds
624,Akyab,MM,20.15,92.9,72.37,55,16,9.35,few clouds
625,Serta,PT,39.8085,-8.0988,63.88,70,13,4.05,few clouds
626,Balkhash,KZ,46.844,74.9804,28.85,95,100,4.07,overcast clouds
627,Saint Anthony,US,45.0205,-93.218,35.15,64,1,5.01,clear sky
628,Riyadh,SA,24.6877,46.7219,62.74,20,76,8.43,broken clouds
629,Nan,TH,18.8333,100.6667,66.0,80,30,0.94,scattered clouds
630,Evensk,RU,61.95,159.2333,9.34,50,100,23.33,overcast clouds
631,Robertsport,LR,6.7533,-11.3686,82.83,75,57,10.63,broken clouds
632,Hvolsvollur,IS,63.7533,-20.2243,43.47,77,100,19.62,overcast clouds
633,Coleraine,GB,55.1333,-6.6667,57.11,86,100,19.42,overcast clouds
634,Katakwi,UG,1.8911,33.9661,79.88,29,100,15.17,overcast clouds
635,Hearst,CA,49.6835,-83.6665,30.45,86,98,13.47,overcast clouds
636,Zaysan,KZ,47.4667,84.8667,11.73,88,100,1.48,snow
637,Chirongui,YT,-12.9319,45.1483,80.53,69,76,3.83,broken clouds
638,Jales,BR,-20.2689,-50.5458,95.32,30,43,5.19,light rain
639,Talaya,RU,61.3833,152.75,-8.41,99,100,6.58,light snow
640,Taunggyi,MM,20.7833,97.0333,57.92,83,82,1.23,broken clouds
641,Denpasar,ID,-8.65,115.2167,82.06,88,75,8.05,light rain
642,Caramay,PH,10.1815,119.236,78.31,89,66,8.3,broken clouds
643,Kuala Terengganu,MY,5.3302,103.1408,80.55,78,40,4.61,scattered clouds
644,Manapla,PH,10.9167,123.1333,78.39,89,81,8.14,broken clouds
645,Nemuro,JP,43.3236,145.575,41.99,70,68,29.04,broken clouds
646,West Bay,KY,19.3667,-81.4167,86.07,75,20,3.0,few clouds
647,Haines Junction,CA,60.7522,-137.5108,-4.05,59,100,4.61,overcast clouds
648,Yenagoa,NG,4.9247,6.2642,88.57,50,23,6.04,few clouds
649,Noumea,NC,-22.2763,166.4572,84.18,99,100,3.22,overcast clouds
650,Ulaanbaatar,MN,47.9077,106.8832,7.3,72,11,4.09,few clouds
651,Isla Mujeres,MX,21.2311,-86.731,84.16,66,8,11.03,clear sky
652,Calama,CL,-22.4667,-68.9333,70.29,30,20,24.16,few clouds
653,Amapa,BR,1.0,-52.0,82.65,77,100,4.7,overcast clouds
654,Sharhorod,UA,48.7383,28.085,45.91,85,100,15.48,light rain
655,Sabha,LY,27.0377,14.4283,57.43,31,2,4.72,clear sky
656,Vanimo,PG,-2.6741,141.3028,79.07,90,100,9.42,overcast clouds
657,Dhidhdhoo,MV,6.8833,73.1,82.58,74,82,10.25,broken clouds
658,Khartoum,SD,15.5518,32.5324,86.02,28,8,9.62,clear sky
659,Ivanteyevka,RU,55.9711,37.9208,26.94,96,100,7.9,overcast clouds
660,Mayumba,GA,-3.432,10.6554,76.03,89,99,3.02,overcast clouds
661,Sorland,NO,67.667,12.6934,39.06,72,94,12.21,overcast clouds
662,Seoul,KR,37.5683,126.9778,27.84,50,0,11.5,clear sky
663,Mackenzie,CA,55.2999,-123.1698,16.02,92,90,3.44,overcast clouds
664,Fayaoue,NC,-20.65,166.5333,77.32,89,100,4.88,overcast clouds
665,Mysliborz,PL,52.9238,14.8679,35.24,98,100,7.74,overcast clouds
666,Gerash,IR,27.6652,54.1371,55.54,28,3,0.85,clear sky
667,Epe,NG,6.5841,3.9834,84.38,69,80,8.7,broken clouds
668,Qui Nhon,VN,13.7667,109.2333,72.43,86,67,18.07,broken clouds
669,Nabire,ID,-3.3667,135.4833,77.14,91,100,3.4,overcast clouds
670,Alta Floresta,BR,-9.8756,-56.0861,73.45,98,100,2.82,overcast clouds
671,Morris,US,40.8334,-74.5329,45.21,43,20,5.99,few clouds
672,Hirara,JP,24.8,125.2833,69.87,75,100,29.59,overcast clouds
673,Brigantine,US,39.4101,-74.3646,48.34,42,1,16.11,clear sky
674,Samana,DO,19.2056,-69.3369,82.62,83,40,4.61,scattered clouds
675,Tucurui,BR,-3.7661,-49.6725,86.92,67,86,5.86,overcast clouds
676,Itaituba,BR,-4.2761,-55.9836,87.96,70,40,11.5,scattered clouds
677,Ledyard,US,41.4398,-72.0142,46.65,48,75,8.01,broken clouds
678,Rawalpindi,PK,33.6007,73.0679,50.23,70,67,3.78,broken clouds
679,Tshela,CD,-4.9833,12.9333,75.85,95,88,2.84,overcast clouds
680,Montrose,US,38.4166,-108.2673,37.74,39,5,3.83,clear sky
681,Berezanka,UA,46.8526,31.388,45.95,76,100,15.23,overcast clouds
682,Bahia Honda,CU,22.9036,-83.1592,83.07,62,7,10.89,clear sky
683,Zongozotla,MX,19.9833,-97.7333,63.5,87,95,4.59,overcast clouds
684,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,98.24,29,5,10.27,clear sky
685,San Quintin,MX,30.4833,-115.95,60.51,46,10,2.86,clear sky
686,Hopewell,US,37.3043,-77.2872,51.71,39,1,8.48,clear sky
687,Lantawan,PH,10.6167,123.9833,78.49,86,48,4.68,scattered clouds
688,Padre Paraiso,BR,-17.0742,-41.4844,79.5,66,95,3.91,overcast clouds
689,Vallentuna,SE,59.5344,18.0776,33.22,95,90,0.0,mist
690,Mackay,AU,-21.15,149.2,78.78,73,75,13.8,broken clouds
691,Etchojoa,MX,26.9167,-109.6333,71.56,47,0,0.85,clear sky
692,Olyka,UA,50.7186,25.8125,32.94,99,100,11.14,snow
693,Mao,ES,39.8885,4.2658,52.36,82,20,5.75,few clouds
694,Vilhena,BR,-12.7406,-60.1458,82.62,74,75,14.97,broken clouds
695,Derzhavinsk,KZ,51.1,66.3167,3.18,92,5,8.86,clear sky
696,Bulungu,CD,-4.55,18.6,71.42,94,97,1.45,overcast clouds
697,Ust-Omchug,RU,61.15,149.6333,-6.54,99,100,8.01,light snow
698,Zyryanka,RU,65.75,150.85,-44.5,99,69,4.76,broken clouds
699,Amurzet,RU,47.6967,131.0981,7.12,77,80,17.43,broken clouds
700,Moyale,KE,3.5167,39.0584,71.04,49,89,9.64,overcast clouds
701,Baghdad,IQ,33.3406,44.4009,58.91,44,0,8.05,clear sky
702,Luoyang,CN,34.6836,112.4536,37.2,55,2,4.18,clear sky
703,Sistranda,NO,63.7256,8.834,41.9,79,100,14.32,overcast clouds
704,Sabinas Hidalgo,MX,26.5,-100.1667,59.77,23,0,4.03,clear sky
705,Juneau,US,58.3019,-134.4197,28.45,83,90,9.22,overcast clouds
706,Port Hedland,AU,-20.3167,118.5667,84.25,79,3,6.91,clear sky
707,Abu Zabad,SD,12.35,29.25,81.66,21,80,8.34,broken clouds
708,Jawala Mukhi,IN,31.8833,76.3167,52.09,41,100,2.93,overcast clouds
