City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
275,Wilmington,US,2021-12-11 17:15:29,34.2257,-77.9447,78.71,73,40,12.66
276,Strezhevoy,RU,2021-12-11 17:15:29,60.7333,77.5889,6.78,93,97,12.97
277,Arman,RU,2021-12-11 17:16:30,59.7,150.1667,5.2,88,100,7.36
278,Aleksandrovskiy Zavod,RU,2021-12-11 17:16:31,50.9237,117.9374,-6.75,89,24,5.84
279,Umm Kaddadah,SD,2021-12-11 17:16:31,13.6017,26.6876,74.88,18,22,12.41
280,Kathu,TH,2021-12-11 17:16:31,7.9178,98.3332,76.82,76,19,12.68
281,Balagansk,RU,2021-12-11 17:16:32,54.0103,103.0544,5.22,96,98,5.86
282,Alofi,NU,2021-12-11 17:16:32,-19.0595,-169.9187,71.49,88,99,5.75
283,Oksfjord,NO,2021-12-11 17:16:32,70.2396,22.3479,32.92,75,21,6.49
284,Balangiga,PH,2021-12-11 17:16:33,11.1097,125.3875,79.03,91,93,9.75
285,Lorengau,PG,2021-12-11 17:16:33,-2.0226,147.2712,81.86,85,100,12.82
286,Laguna,US,2021-12-11 17:16:33,38.421,-121.4238,52.21,87,1,1.01
287,Chapais,CA,2021-12-11 17:16:34,49.7834,-74.8492,17.38,95,100,16.49
288,Thunder Bay,CA,2021-12-11 17:14:02,48.4001,-89.3168,30.56,68,98,3.0
289,Cabo San Lucas,MX,2021-12-11 17:16:34,22.8909,-109.9124,77.5,70,20,4.0
290,Huarmey,PE,2021-12-11 17:16:34,-10.0681,-78.1522,71.74,76,88,11.05
291,Wodonga,AU,2021-12-11 17:16:35,-36.1167,146.8833,57.2,78,15,3.0
292,Staroderevyankovskaya,RU,2021-12-11 17:16:36,46.1276,38.9674,41.23,74,46,10.02
293,Thompson,CA,2021-12-11 17:14:35,55.7435,-97.8558,-7.46,92,7,5.01
294,Gazojak,TM,2021-12-11 17:16:36,41.1875,61.4036,45.23,73,81,7.52
295,Hami,CN,2021-12-11 17:16:36,42.8,93.45,22.62,48,0,4.21
296,Tatarbunary,UA,2021-12-11 17:16:37,45.8373,29.6142,49.24,92,77,9.44
297,Kokstad,ZA,2021-12-11 17:16:37,-30.5472,29.4241,68.61,70,88,1.16
298,El Naranjo,MX,2021-12-11 17:16:38,21.4667,-98.6,78.69,65,22,5.7
299,Porbandar,IN,2021-12-11 17:16:38,21.6422,69.6093,75.87,46,0,10.29
300,Murgab,TM,2021-12-11 17:16:38,37.4966,61.9714,42.67,81,1,0.0
301,Baykit,RU,2021-12-11 17:16:39,61.67,96.37,4.21,98,100,1.92
302,Sur,OM,2021-12-11 17:16:39,22.5667,59.5289,71.38,59,38,4.14
303,Blackfoot,US,2021-12-11 17:16:39,43.1905,-112.345,29.21,54,100,12.8
304,Northam,GB,2021-12-11 17:16:40,51.0333,-4.2167,54.48,97,99,16.04
305,Guerrero Negro,MX,2021-12-11 17:16:40,27.9769,-114.0611,63.03,60,0,1.54
306,Tessalit,ML,2021-12-11 17:16:40,20.1986,1.0114,77.86,7,31,7.92
307,Dalnerechensk,RU,2021-12-11 17:16:41,45.9339,133.7225,19.11,97,100,3.56
308,Meulaboh,ID,2021-12-11 17:16:41,4.1363,96.1285,77.83,88,100,1.95
309,Novyy Urengoy,RU,2021-12-11 17:16:42,66.0833,76.6333,-4.61,97,100,13.67
310,Murashi,RU,2021-12-11 17:16:42,59.3999,48.9615,-2.65,98,39,1.63
311,Kavieng,PG,2021-12-11 17:14:34,-2.5744,150.7967,83.61,78,98,10.54
312,Terra Santa,BR,2021-12-11 17:16:42,-2.1042,-56.4869,91.0,52,97,5.7
313,Kroya,ID,2021-12-11 17:16:43,-7.6331,109.2461,77.2,85,100,1.72
314,Kruisfontein,ZA,2021-12-11 17:16:43,-34.0033,24.7314,65.88,71,73,7.02
315,Pisco,PE,2021-12-11 17:16:44,-13.7,-76.2167,71.65,73,75,6.91
316,Khakhea,BW,2021-12-11 17:16:44,-24.6895,23.494,80.67,42,83,14.38
317,Oran,DZ,2021-12-11 17:12:52,35.6911,-0.6417,60.51,77,20,11.5
318,Triunfo,BR,2021-12-11 17:16:44,-29.9433,-51.7181,88.57,31,53,3.76
319,Marquette,US,2021-12-11 17:16:45,46.5333,-87.6335,30.34,91,100,18.28
320,Te Anau,NZ,2021-12-11 17:16:45,-45.4167,167.7167,37.04,91,13,3.29
321,Challapata,BO,2021-12-11 17:16:45,-18.9,-66.7667,49.39,68,99,0.85
322,Lodwar,KE,2021-12-11 17:17:46,3.1191,35.5973,85.78,33,5,17.34
323,Urubicha,BO,2021-12-11 17:17:46,-15.3833,-62.95,80.55,86,100,4.41
324,Namibe,AO,2021-12-11 17:17:47,-15.1961,12.1522,73.18,73,84,12.91
325,Mandan,US,2021-12-11 17:17:47,46.8267,-100.8896,34.38,63,1,17.27
326,Najran,SA,2021-12-11 17:17:48,17.4924,44.1277,59.65,40,0,4.72
327,Mandalgovi,MN,2021-12-11 17:17:48,45.7625,106.2708,6.75,56,0,8.1
328,Kaili,ID,2021-12-11 17:17:48,-3.4626,120.2147,67.91,95,100,2.44
329,Jijiga,ET,2021-12-11 17:17:49,9.35,42.8,59.2,72,6,11.92
330,Sydney,AU,2021-12-11 17:14:36,-33.8679,151.2073,61.72,82,75,1.01
331,Jamame,SO,2021-12-11 17:17:49,0.0722,42.7506,79.54,75,9,13.15
332,Manzhouli,CN,2021-12-11 17:17:49,49.6,117.4333,2.88,81,9,17.81
333,Belmonte,BR,2021-12-11 17:17:50,-15.8631,-38.8828,82.4,69,34,8.99
334,Sudak,UA,2021-12-11 17:17:50,44.85,34.9667,51.64,81,82,2.01
335,Petropavlovka,RU,2021-12-11 17:17:51,50.6114,105.3196,-1.53,89,44,4.23
336,Almeria,ES,2021-12-11 17:16:47,37.1667,-2.3333,59.43,58,13,3.11
337,Souillac,MU,2021-12-11 17:17:52,-20.5167,57.5167,79.36,78,40,12.66
338,Pala,TD,2021-12-11 17:17:52,9.3642,14.9046,83.28,16,27,5.01
339,Moerai,PF,2021-12-11 17:17:52,-22.4333,-151.3333,77.9,77,99,3.91
340,La Ronge,CA,2021-12-11 17:17:53,55.1001,-105.2842,12.45,92,90,3.44
341,Krasnoselkup,RU,2021-12-11 17:17:53,65.7,82.4667,0.77,96,98,13.31
342,Asyut,EG,2021-12-11 17:17:53,27.181,31.1837,71.08,24,100,7.7
343,Conway,US,2021-12-11 17:16:09,35.0887,-92.4421,45.01,62,1,4.0
344,Tamasi,HU,2021-12-11 17:17:54,46.6333,18.2833,33.67,82,100,12.59
345,Atasu,KZ,2021-12-11 17:17:54,48.6814,71.6433,12.76,84,95,4.56
346,Touros,BR,2021-12-11 17:17:54,-5.1989,-35.4608,88.7,60,16,15.73
347,Kulhudhuffushi,MV,2021-12-11 17:17:55,6.6221,73.07,81.91,73,34,8.88
348,San Rafael,AR,2021-12-11 17:17:55,-34.6177,-68.3301,88.75,25,1,10.04
349,Port Macquarie,AU,2021-12-11 17:17:55,-31.4333,152.9167,62.38,76,71,7.83
350,Hapao,PH,2021-12-11 17:17:56,16.8797,121.016,65.55,98,95,1.99
351,Poum,NC,2021-12-11 17:17:56,-20.2333,164.0167,81.68,78,100,14.72
352,Tazovskiy,RU,2021-12-11 17:17:56,67.4667,78.7,-9.85,96,66,8.84
353,Kismayo,SO,2021-12-11 17:17:57,-0.3582,42.5454,80.47,78,10,16.73
354,Altay,CN,2021-12-11 17:17:57,47.8667,88.1167,13.17,51,0,7.67
355,Safaga,EG,2021-12-11 17:17:57,26.7292,33.9365,72.95,57,100,2.82
356,Okhotsk,RU,2021-12-11 17:17:58,59.3833,143.3,-4.49,83,100,12.75
357,Yining,CN,2021-12-11 17:17:58,29.0361,114.5636,51.67,79,95,4.03
358,Whitehorse,CA,2021-12-11 17:17:58,60.7161,-135.0538,11.17,84,90,8.01
359,Ekhabi,RU,2021-12-11 17:17:59,53.5102,142.9671,25.25,98,100,5.3
360,Maniitsoq,GL,2021-12-11 17:17:59,65.4167,-52.9,21.22,67,92,6.33
361,Dawson Creek,CA,2021-12-11 17:15:20,55.7666,-120.2362,26.24,50,1,12.66
362,Itarema,BR,2021-12-11 17:17:59,-2.9248,-39.9167,88.54,54,26,16.98
363,Yantai,CN,2021-12-11 17:18:00,37.5333,121.4,46.18,57,75,19.1
364,Conceicao Do Araguaia,BR,2021-12-11 17:18:00,-8.2578,-49.2647,85.17,66,95,1.83
365,San Alberto,CO,2021-12-11 17:18:00,7.7611,-73.3922,87.28,59,78,5.53
366,Paamiut,GL,2021-12-11 17:18:01,61.994,-49.6678,21.97,94,100,15.01
367,Sao Jose Do Calcado,BR,2021-12-11 17:18:01,-21.0253,-41.6544,84.85,59,27,3.33
368,Isabela,PH,2021-12-11 17:18:02,6.7085,121.9711,78.4,87,61,2.66
369,Wanaka,NZ,2021-12-11 17:18:02,-44.7,169.15,45.97,90,100,4.68
370,Kieta,PG,2021-12-11 17:18:02,-6.2167,155.6333,80.13,81,76,3.0
371,Nemea,GR,2021-12-11 17:19:03,37.8167,22.6667,57.22,91,100,14.65
372,Sala Consilina,IT,2021-12-11 17:19:03,40.3912,15.5989,42.39,93,99,5.59
373,Moche,PE,2021-12-11 17:15:58,-8.1711,-79.0092,66.38,77,40,12.66
374,Nemuro,JP,2021-12-11 17:19:04,43.3236,145.575,40.32,67,14,10.31
375,Katobu,ID,2021-12-11 17:19:04,-4.9408,122.5276,77.7,88,85,4.07
376,Ahuimanu,US,2021-12-11 17:19:04,21.4447,-157.8378,74.91,76,20,16.11
377,Dwarka,IN,2021-12-11 17:19:05,22.2394,68.9678,74.52,55,0,12.17
378,Bitung,ID,2021-12-11 17:19:05,1.4451,125.1824,81.45,86,85,7.81
379,Novikovo,RU,2021-12-11 17:19:05,51.1537,37.8879,31.24,79,99,11.05
380,Omsukchan,RU,2021-12-11 17:19:06,62.5333,155.8,-22.31,100,80,2.17
381,Inirida,CO,2021-12-11 17:19:06,3.8653,-67.9239,86.4,67,100,2.51
382,Saint-Francois,FR,2021-12-11 17:19:06,46.4154,3.9054,37.67,90,75,2.3
383,Kirkwall,GB,2021-12-11 17:19:07,58.9848,-2.9587,44.94,93,90,12.66
384,Acarau,BR,2021-12-11 17:19:07,-2.8856,-40.12,88.66,55,32,18.7
385,Tautira,PF,2021-12-11 17:19:07,-17.7333,-149.15,80.62,70,48,10.38
386,Hun,LY,2021-12-11 17:19:08,29.1268,15.9477,62.28,19,0,9.04
387,Yurla,RU,2021-12-11 17:19:08,59.3259,54.3223,3.54,94,98,4.21
388,Faya,SA,2021-12-11 17:19:08,18.3851,42.4509,57.72,32,29,6.35
389,Sheboygan,US,2021-12-11 17:19:08,43.7333,-87.9334,33.76,86,90,10.0
390,Sant Julia De Loria,AD,2021-12-11 17:19:09,42.4625,1.4825,38.61,95,100,9.15
391,Kangaatsiaq,GL,2021-12-11 17:19:09,68.3065,-53.4641,19.18,82,100,5.61
392,Caravelas,BR,2021-12-11 17:19:10,-17.7125,-39.2481,74.41,78,100,4.63
393,Evensk,RU,2021-12-11 17:19:10,61.95,159.2333,-13.81,74,3,8.25
394,Wawa,NG,2021-12-11 17:19:11,9.9022,4.4192,88.83,21,78,3.27
395,Deputatskiy,RU,2021-12-11 17:19:11,69.3,139.9,-21.14,100,100,1.39
396,Umm Lajj,SA,2021-12-11 17:19:11,25.0213,37.2685,77.43,51,100,1.43
397,San Cristobal,VE,2021-12-11 17:15:45,7.7669,-72.225,77.18,54,76,3.76
398,Chillicothe,US,2021-12-11 17:14:57,39.3331,-82.9824,65.25,73,90,5.99
399,Ambulu,ID,2021-12-11 17:19:12,-8.345,113.6058,78.82,85,71,3.83
400,Boca Do Acre,BR,2021-12-11 17:19:12,-8.7522,-67.3978,77.92,87,100,4.61
401,Kununurra,AU,2021-12-11 17:19:13,-15.7667,128.7333,80.58,83,88,0.0
402,Great Falls,US,2021-12-11 17:17:44,47.5002,-111.3008,40.66,39,1,21.0
403,Saint Anthony,US,2021-12-11 17:19:13,45.0205,-93.218,30.94,77,1,3.0
404,Tromso,NO,2021-12-11 17:19:13,69.6496,18.957,24.39,93,0,2.3
405,Cairns,AU,2021-12-11 17:19:14,-16.9167,145.7667,78.06,96,99,0.0
406,Jiazi,CN,2021-12-11 17:19:14,22.8779,116.067,64.2,89,8,12.75
407,Carballo,ES,2021-12-11 17:16:50,43.213,-8.691,57.9,87,89,1.1
408,Opuwo,NA,2021-12-11 17:15:53,-18.0607,13.84,78.01,50,99,7.56
409,Atbasar,KZ,2021-12-11 17:19:14,51.8,68.3333,13.23,85,100,9.06
410,Irece,BR,2021-12-11 17:19:15,-11.3042,-41.8558,81.41,61,97,9.15
411,Porto Novo,BJ,2021-12-11 17:19:15,6.4965,2.6036,84.43,66,66,9.73
412,Puerto Rondon,CO,2021-12-11 17:19:15,6.2805,-71.1,90.5,39,98,10.22
413,Sitka,US,2021-12-11 17:19:16,57.0531,-135.33,33.69,80,90,4.61
414,Rudnogorsk,RU,2021-12-11 17:19:16,57.2639,103.7519,9.32,94,100,8.86
415,Houma,US,2021-12-11 17:20:17,29.5958,-90.7195,82.0,81,40,16.11
416,Saint-Esteve,FR,2021-12-11 17:20:17,42.7131,2.843,53.55,61,0,14.97
417,Finote Selam,ET,2021-12-11 17:20:17,10.7,37.2667,59.59,30,6,4.12
418,Surt,LY,2021-12-11 17:20:18,31.2089,16.5887,65.5,35,0,11.32
419,Noyabrsk,RU,2021-12-11 17:20:18,63.1994,75.4507,1.31,94,100,18.75
420,Srednekolymsk,RU,2021-12-11 17:20:18,67.45,153.6833,-49.11,100,59,2.06
421,Revda,RU,2021-12-11 17:20:19,56.801,59.9303,7.61,92,6,4.27
422,College,US,2021-12-11 17:17:19,64.8569,-147.8028,1.58,77,90,8.05
423,Qasigiannguit,GL,2021-12-11 17:20:19,68.8193,-51.1922,21.45,81,100,4.56
424,Zinder,NE,2021-12-11 17:20:19,13.8072,8.9881,85.96,20,0,4.61
425,Sibolga,ID,2021-12-11 17:20:20,1.7427,98.7792,76.66,91,100,4.29
426,Port-Gentil,GA,2021-12-11 17:20:20,-0.7193,8.7815,81.39,76,100,4.99
427,Calella,ES,2021-12-11 17:20:20,41.618,2.6678,56.16,69,80,1.72
428,Korla,CN,2021-12-11 17:20:21,41.7597,86.1469,23.11,67,4,2.64
429,Los Llanos De Aridane,ES,2021-12-11 17:20:21,28.6585,-17.9182,64.15,77,75,13.0
430,Marmande,FR,2021-12-11 17:20:21,44.5,0.1667,47.75,93,93,3.71
431,Manggar,ID,2021-12-11 17:20:22,-2.8833,108.2667,79.5,84,100,6.53
432,Nizhniy Odes,RU,2021-12-11 17:20:22,63.6445,54.856,11.44,88,96,8.34
433,Seoul,KR,2021-12-11 17:16:06,37.5683,126.9778,40.44,73,69,2.82
434,Alexandria,EG,2021-12-11 17:20:21,31.2156,29.9553,66.06,66,26,5.41
435,Half Moon Bay,US,2021-12-11 17:20:22,37.4636,-122.4286,52.18,77,20,0.0
436,Kaduy,RU,2021-12-11 17:20:23,59.2,37.15,3.24,88,97,8.05
437,Anamur,TR,2021-12-11 17:20:23,36.0751,32.8369,57.22,64,14,14.9
438,Geraldton,AU,2021-12-11 17:20:23,-28.7667,114.6,66.61,72,3,10.36
439,Dhidhdhoo,MV,2021-12-11 17:20:24,6.8833,73.1,82.13,72,21,8.63
440,Terre Haute,US,2021-12-11 17:15:24,39.4667,-87.4139,39.47,70,90,3.0
441,Zeya,RU,2021-12-11 17:20:24,53.75,127.2667,6.44,81,100,3.67
442,Lagos,NG,2021-12-11 17:20:24,6.5833,3.75,88.12,69,75,7.96
443,Nipawin,CA,2021-12-11 17:20:25,53.3668,-104.0009,15.84,79,90,8.05
444,Torello,ES,2021-12-11 17:20:25,42.0463,2.2668,50.22,83,94,1.99
445,Alice Springs,AU,2021-12-11 17:20:26,-23.7,133.8833,63.95,52,0,4.61
446,Sabang,ID,2021-12-11 17:20:26,5.8933,95.3214,82.29,76,23,19.46
447,Mayumba,GA,2021-12-11 17:20:26,-3.432,10.6554,79.32,89,92,6.17
448,Chupa,RU,2021-12-11 17:20:27,66.27,33.0549,22.93,95,99,6.82
449,La Libertad,EC,2021-12-11 17:20:27,-2.2333,-80.9,78.46,73,75,12.66
450,Matay,EG,2021-12-11 17:20:28,28.419,30.7792,67.28,33,100,7.56
451,Carutapera,BR,2021-12-11 17:20:28,-1.195,-46.02,86.72,63,98,10.38
452,Vardo,NO,2021-12-11 17:17:18,70.3705,31.1107,28.8,80,68,15.1
453,Lebanon,US,2021-12-11 17:19:58,36.2081,-86.2911,62.82,76,40,9.22
454,Gondanglegi,ID,2021-12-11 17:20:28,-7.7479,112.0132,76.17,91,100,6.93
455,Liberty,US,2021-12-11 17:20:29,31.8335,-81.5004,81.0,74,75,7.0
456,Bonavista,CA,2021-12-11 17:20:29,48.6499,-53.1147,30.11,78,88,15.37
457,Smithers,CA,2021-12-11 17:20:29,54.7804,-127.1743,21.52,86,75,8.05
458,Olinda,BR,2021-12-11 17:20:30,-8.0089,-34.8553,85.73,62,20,10.36
459,Leirvik,NO,2021-12-11 17:20:30,59.7798,5.5005,39.85,66,55,9.42
460,Khorramshahr,IR,2021-12-11 17:20:31,30.4397,48.1664,55.36,50,0,4.61
461,Bakchar,RU,2021-12-11 17:20:31,57.0186,82.0711,10.2,97,100,4.74
462,Porosozero,RU,2021-12-11 17:20:31,62.7191,32.727,16.52,91,99,7.63
463,Liuzhou,CN,2021-12-11 17:21:32,24.3126,109.3892,66.15,68,97,5.79
464,Yumen,CN,2021-12-11 17:21:32,40.2833,97.2,22.17,50,0,6.44
465,Kantang,TH,2021-12-11 17:21:32,7.4054,99.5156,74.8,83,31,5.06
466,Nanma,CN,2021-12-11 17:21:33,36.1817,118.1583,41.74,61,100,10.02
467,Ha Giang,VN,2021-12-11 17:21:33,22.8333,104.9833,66.45,93,100,0.47
468,Salalah,OM,2021-12-11 17:21:33,17.0151,54.0924,80.69,32,0,9.22
469,Iquitos,PE,2021-12-11 17:21:34,-3.7481,-73.2472,80.64,89,75,5.75
470,Pandan,PH,2021-12-11 17:21:34,14.0453,124.1694,78.67,89,100,18.1
471,Banyo,CM,2021-12-11 17:21:35,6.75,11.8167,79.56,21,81,6.46
472,Imeni Morozova,RU,2021-12-11 17:21:35,59.9757,31.0376,24.84,1,100,10.65
473,Kandrian,PG,2021-12-11 17:21:36,-6.2167,149.55,78.06,90,86,8.01
474,Xichang,CN,2021-12-11 17:21:36,27.8964,102.2634,46.29,83,84,5.68
475,Ningxiang,CN,2021-12-11 17:21:36,37.34,111.2052,26.11,58,100,7.92
476,Mehriz,IR,2021-12-11 17:21:37,31.5917,54.4318,45.1,37,0,3.02
477,Monrovia,LR,2021-12-11 17:20:37,6.3005,-10.7969,80.37,66,57,7.34
478,Gravelbourg,CA,2021-12-11 17:21:38,49.8834,-106.5512,30.47,71,46,18.77
479,Mindelheim,DE,2021-12-11 17:21:38,48.05,10.4833,34.23,88,75,8.05
480,Iskateley,RU,2021-12-11 17:21:38,67.6803,53.1512,17.74,95,100,16.24
481,Yar-Sale,RU,2021-12-11 17:21:38,66.8333,70.8333,-5.6,98,32,7.87
482,Shache,CN,2021-12-11 17:21:39,38.4167,77.2406,25.97,55,18,2.91
483,Shumskiy,RU,2021-12-11 17:21:39,54.8318,99.1328,16.5,76,100,4.76
484,Canavieiras,BR,2021-12-11 17:21:39,-15.675,-38.9472,82.36,72,37,7.76
485,Praia,CV,2021-12-11 17:21:40,14.9215,-23.5087,77.54,65,0,17.27
486,Kichera,RU,2021-12-11 17:21:40,55.9375,110.0997,-1.61,82,100,1.41
487,Gurlan,UZ,2021-12-11 17:21:41,41.8447,60.3919,48.11,65,97,9.1
488,Maxixe,MZ,2021-12-11 17:21:41,-23.8597,35.3472,82.22,78,20,6.91
489,Salinas,US,2021-12-11 17:20:30,36.6777,-121.6555,54.03,72,1,11.5
490,Sao Paulo De Olivenca,BR,2021-12-11 17:21:42,-3.3783,-68.8725,83.44,79,97,0.56
491,Yaan,NG,2021-12-11 17:21:42,7.3833,8.5667,89.17,16,64,4.68
492,Goderich,CA,2021-12-11 17:21:42,43.7501,-81.7165,61.92,82,90,24.16
493,Cedar Rapids,US,2021-12-11 17:21:42,42.0083,-91.6441,35.71,79,1,8.99
494,Namatanai,PG,2021-12-11 17:21:43,-3.6667,152.4333,81.07,83,99,9.28
495,Lusambo,CD,2021-12-11 17:21:43,-4.9667,23.45,71.02,98,100,1.99
496,Kaka,TM,2021-12-11 17:21:44,37.3482,59.6143,49.87,68,0,4.41
497,Tiznit,MA,2021-12-11 17:21:44,29.5833,-9.5,66.33,24,0,4.41
498,Teguise,ES,2021-12-11 17:21:44,29.0605,-13.564,64.62,60,75,20.71
499,Buin,CL,2021-12-11 17:21:45,-33.7333,-70.75,81.05,36,41,10.76
500,Hobyo,SO,2021-12-11 17:21:45,5.3505,48.5268,78.82,76,15,16.58
501,Cherskiy,RU,2021-12-11 17:21:45,68.75,161.3,-44.21,100,69,4.41
502,Kihei,US,2021-12-11 17:21:46,20.785,-156.4656,73.42,84,20,12.66
503,Humaita,BR,2021-12-11 17:21:46,-7.5061,-63.0208,83.08,85,100,4.47
504,Polunochnoye,RU,2021-12-11 17:21:46,60.8697,60.4153,0.55,93,19,4.25
505,Gonzalez,US,2021-12-11 17:21:46,30.5816,-87.2914,80.85,86,90,4.0
506,Belz,FR,2021-12-11 17:21:47,47.6751,-3.168,55.89,96,84,1.01
507,Ngunguru,NZ,2021-12-11 17:21:47,-35.6167,174.5,67.15,90,100,12.12
508,Hamina,FI,2021-12-11 17:21:47,60.5697,27.1979,25.99,98,100,12.44
509,Karanganyar,ID,2021-12-11 17:21:48,-6.7072,111.0834,77.05,91,99,5.84
510,Kutum,SD,2021-12-11 17:22:48,14.2,24.6667,72.1,17,2,9.01
511,Emba,KZ,2021-12-11 17:22:48,48.8264,58.1442,21.72,92,100,15.01
512,Kipini,KE,2021-12-11 17:22:49,-2.5257,40.5262,82.69,80,89,15.68
513,Padang,ID,2021-12-11 17:22:49,-0.9492,100.3543,77.86,88,99,4.12
514,Tuscaloosa,US,2021-12-11 17:21:57,33.2098,-87.5692,62.85,95,90,4.61
515,Sinop,TR,2021-12-11 17:21:23,41.7711,34.8709,49.42,64,85,9.84
516,Turan,VN,2021-12-11 17:19:54,16.0678,108.2208,71.58,94,75,1.14
517,Cobija,BO,2021-12-11 17:22:50,-11.0267,-68.7692,86.18,74,40,9.22
518,Lambari,BR,2021-12-11 17:22:50,-21.9756,-45.3503,82.17,47,85,7.65
519,Hobbs,US,2021-12-11 17:22:51,32.7026,-103.136,46.2,13,1,1.01
520,Ambon,ID,2021-12-11 17:22:51,-3.6954,128.1814,81.72,79,99,6.53
521,Trinidad,BO,2021-12-11 17:22:51,-14.8333,-64.9,76.98,94,75,14.97
522,Chornukhy,UA,2021-12-11 17:22:52,50.2673,32.942,41.88,75,98,16.11
523,Blagoyevo,RU,2021-12-11 17:22:52,63.3667,47.9167,5.09,92,24,6.02
524,Aksarka,RU,2021-12-11 17:22:52,66.5606,67.7975,-6.52,100,73,4.5
525,Sturgeon Falls,CA,2021-12-11 17:22:53,46.3646,-79.9326,43.9,100,100,14.25
526,Goure,NE,2021-12-11 17:22:53,13.9835,10.2704,81.01,11,6,9.78
527,Barre,US,2021-12-11 17:18:33,44.197,-72.5021,46.62,65,90,8.05
528,Balabac,PH,2021-12-11 17:22:53,7.9868,117.0645,81.05,85,100,15.3
529,Podporozhye,RU,2021-12-11 17:22:54,60.9112,34.1706,20.12,79,99,7.81
530,Henties Bay,NA,2021-12-11 17:22:54,-22.116,14.2845,63.86,78,7,12.5
531,Anshun,CN,2021-12-11 17:22:54,26.25,105.9333,43.36,89,100,11.45
532,Cidreira,BR,2021-12-11 17:22:55,-30.1811,-50.2056,72.68,62,47,8.9
533,Payo,ID,2021-12-11 17:22:56,-3.7508,103.6372,72.84,98,100,1.95
534,Dzhebariki-Khaya,RU,2021-12-11 17:22:56,62.2167,135.8,-31.09,100,93,1.23
535,San Lawrenz,MT,2021-12-11 17:22:56,36.0553,14.204,53.01,83,73,3.0
536,Morondava,MG,2021-12-11 17:22:56,-20.2833,44.2833,82.08,76,28,15.73
537,Maningrida,AU,2021-12-11 17:22:57,-12.0667,134.2667,83.79,72,34,3.22
538,Donskoy,RU,2021-12-11 17:22:57,53.9711,38.3363,17.69,89,54,9.15
539,Portsoy,GB,2021-12-11 17:22:57,57.6814,-2.6896,48.07,86,100,8.43
540,Lagoa,PT,2021-12-11 17:22:58,39.05,-27.9833,64.09,84,99,18.39
541,Rocha,UY,2021-12-11 17:22:58,-34.4833,-54.3333,78.35,44,13,11.23
542,Veraval,IN,2021-12-11 17:22:58,20.9,70.3667,75.96,60,0,3.09
543,Abha,SA,2021-12-11 17:22:59,18.2164,42.5053,57.45,15,0,8.05
544,Owase,JP,2021-12-11 17:22:59,34.0667,136.2,52.86,70,57,4.32
545,Dakar,SN,2021-12-11 17:20:43,14.6937,-17.4441,92.28,61,0,6.91
546,Porto Walter,BR,2021-12-11 17:22:59,-8.2686,-72.7439,82.74,70,100,2.55
547,Marienburg,PL,2021-12-11 17:23:00,54.0359,19.0266,29.12,95,83,5.93
548,Beyla,GN,2021-12-11 17:23:00,8.6833,-8.6333,87.26,30,96,3.8
549,Mehran,IR,2021-12-11 17:23:00,33.1222,46.1646,56.68,40,16,8.12
550,Maumere,ID,2021-12-11 17:23:01,-8.6199,122.2111,80.73,81,95,5.01
551,Skibbereen,IE,2021-12-11 17:23:02,51.55,-9.2667,55.2,95,100,16.58
552,Batagay-Alyta,RU,2021-12-11 17:23:02,67.8006,130.4114,-19.44,99,100,1.36
553,Bexbach,DE,2021-12-11 17:23:02,49.3461,7.2553,39.29,81,75,1.01
